id,sentence,question,correct_answer,condition,condition_code,word_count,target_word
S070,Επειδή η μαμά ήταν στη δουλειά μέχρι αργά το βίντεο το τράβηξε ο μπαμπάς,,,ovs_b,10,14,3
S071,Καθώς φοβόμουν μην το χαλάσω εγώ το φουστάνι το έπλυνε η μαμά μου,,,ovs_b,10,13,3
S072,Όλοι ξαφνιάστηκαν που στη σχολική γιορτή το τραγούδι το είπε η ξαδέρφη μου,,,ovs_b,10,13,3
S073,Για να μαζέψει περισσότερους πόντους στην κάρτα το εισητήριο το αγόρασε η Λία,,,ovs_b,10,13,3
S074,Δεν ήθελε να ξοδέψει πολλά λεφτά και το αμάξι το έπλυνε ο Βασίλης,,,ovs_b,10,13,3
S075,Ήθελε να δοκιμάσει μια καινούρια συνταγή και το ψωμί το έφτιαξε ο Γιώργος,,,ovs_b,10,13,3
S076,Πήρα το λεωφορείο σήμερα το πρωί επειδή το ποδήλατο το χάλασε η Δέσποινα,,,ovs_b,10,13,3
S077,Η καθηγήτρια ήταν άρρωστη σήμερα οπότε το μάθημα το έκανε η βοηθός της,,,ovs_b,10,13,3
S078,Η Νίκη είναι ανήλικη ακόμα και το δικαιολογητικό το συμπλήρωσε η μαμά της,,,ovs_b,10,13,3
S079,Έχασα την κάρτα μου στο μετρό και το εισιτήριο το πλήρωσε η Ειρήνη,,,ovs_b,10,13,3
S080,Δεν πρόλαβα να τελειώσω την αναφορά και το κείμενο το ολοκλήρωσε ο Αλέξανδρος,,,ovs_b,10,13,3
S081,Δεν είχαμε τι να τους κεράσουμε επειδή το κρασί το ήπιε η θεία μου,,,ovs_b,10,14,3
S082,Δεν είχα χρόνο να πάω στο ταχυδρομείο και το δέμα το έστειλε η Ελένη,,,ovs_b,10,14,3
S083,Είχε κλείσει από μπαταρία το κινητό μου και το ταξί το κάλεσε η Χριστίνα,,,ovs_b,10,14,3
S084,Όλο το βράδυ χιόνιζε και σήμερα το πρωί το χιόνι το καθάρισε ο Χάρης,,,ovs_b,10,14,3
S085,Ήμουν πολύ κουρασμένος χθες μετά τη δουλειά και το φαγητό το μαγείρεψε η Ράνια,,,ovs_b,10,14,3
S086,Φορούσα ακουστικά και δεν άκουσα το κουδούνι οπότε το θυροτηλέφωνο το απάντησε η Γιώτα,,,ovs_b,10,14,3
S087,Δεν ήξερα πώς να φτιάξω τον υπολογιστή και το πρόβλημα το έλυσε ο τεχνικός,,,ovs_b,10,14,3
S088,Ήμουν κολλημένος στην κίνηση για μία ώρα και το φαγητό το μαγείρεψε η Ξένια,,,ovs_b,10,14,3
S089,Χάλασε ο εκτυπωτής μου χτες το πρωί και το έγγραφο το εκτύπωσε ο Μάκης,,,ovs_b,10,14,3
S090,Δεν ήθελα να πάω στην παράσταση γιατί το σενάριο το έγραψε ο πρώην μου,,,ovs_b,10,14,3
S091,Δεν πρόλαβα να πάω στο ταχυδρομείο και το γράμμα το έστειλε ο πατέρας μου,,,ovs_b,10,14,3
S092,Ο καθηγητής είχε μια σημαντική συνάντηση και το διαγώνισμα το μοίρασε η βοηθός του,,,ovs_b,10,14,3
S093,Δεν είχα σήμα στο κινητό μου και το βίντεο το ανέβασε η φίλη μου,,,ovs_b,10,14,3
S094,Δεν είχα χρόνο να πάω για ψώνια και το δώρο το αγόρασε η αδερφή μου,,,ovs_b,10,15,3
S095,Ξέχασα το πιάτο μου πάνω στο τραπέζι και το φαγητό το έφαγε ο σκύλος μου,,,ovs_b,10,15,3
S096,Εγώ δεν έχω άποψη για τη μόδα και το παπούτσι το διάλεξε η φίλη μου,,,ovs_b,10,15,3
S097,Έλειπα από το σπίτι όταν ήρθε ο ταχυδρόμος και το πακέτο το παρέλαβε ο γείτονας,,,ovs_b,10,15,3
S098,Έπρεπε να φύγω νωρίτερα από τη δουλειά οπότε το συνέδριο το ηχογράφησε η βοηθός μου,,,ovs_b,10,15,3
S099,Με ενοχλούσε το στομάχι μου μετά το φαγητό και το γλυκό το έφαγε ο Σπύρος,,,ovs_b,10,15,3
S100,Με πήρε ο ύπνος στον καναπέ όταν ξάπλωσα και το φως το έκλεισε ο Μάριος,,,ovs_b,10,15,3
S101,Όταν πήγαμε διακοπές πέρσι το πλοίο το σιχάθηκε ο Μιχάλης επειδή κουνούσε πολύ,,,ovs_ba,10,13,3
S102,Τώρα που μπήκε το καλοκαίρι το πάπλωμα το ανέβασε ο Γιάννης στη σοφίτα,,,ovs_ba,10,13,3
S103,Καθώς η Ιωάννα άπλωνε ρούχα το τραπεζομάντιλο το έβαλε ο Λευτέρης στο στεγνωτήριο,,,ovs_ba,10,13,3
S104,Ο Στέλιος έλειπε από το γραφείο και το συνέδριο το ξεκίνησε η Ράνια χωρίς αυτόν,,,ovs_ba,10,15,3
S105,Μόλις σηκώθηκα από τον καναπέ το τηλεκοντρόλ το πήρε η Καίτη και άλλαξε κανάλι,,,ovs_ba,10,14,3
S106,Όσο κοιμόμασταν το πάπλωμα το τράβηξε ο Μάριος στη μεριά του και εγώ ξεπάγιασα,,,ovs_ba,10,14,3
S107,Όλο το καλοκαίρι ζεσταινόμασταν επειδή το κλιματιστικό το εγκατέστησε ο Γιώργος και δε λειτουργούσε σωστά,,,ovs_ba,10,15,3
S108,Όσο κοιμόμουν στον καναπέ το παράθυρο το έκλεισε η μαμά μου για να μην κρυώσω,,,ovs_ba,10,15,3
S109,Καθώς καθαρίζαμε το τραπέζι το ποτήρι το έσπασε η μικρή καταλάθος και ευτυχώς δεν κόπηκε,,,ovs_ba,10,15,3
S110,Όσο συζητούσαμε στην αυλή το τραπέζι το έστρωσε ο Γιώργος μόνος του για να φάμε,,,ovs_ba,10,15,3
S111,Ενώ μελετούσα τη συνταγή το κρεμμύδι το τηγάνισε ο Βασίλης χωρίς καν να το καταλάβω,,,ovs_ba,10,15,3
S112,Η Νικολέτα ήταν στο μπάνιο και το τηλέφωνο το απάντησε η ξαδέρφη της γιατί χτύπαγε επίμονα,,,ovs_ba,10,16,3
S113,Επειδή της αρέσουν πολύ τα Χριστούγεννα το δέντρο το στόλισε η Άννα ήδη από τον Νοέμβριο,,,ovs_ba,10,16,3
S114,Επειδή ήμουν στο σούπερ μάρκετ το φαγητό το μαγείρεψε η Ελένη τελικά και βγήκε πολύ νόστιμο,,,ovs_ba,10,16,3
S115,Την ώρα που δούλευα το τηλέφωνο το σήκωσε η συνάδελφος δίπλα μου για να μην ενοχληθώ,,,ovs_ba,10,16,3
S116,Πριν φύγουμε από το σπίτι το κλιματιστικό το έκλεισε ο Μιχάλης για να μη σπαταλήσουμε ρεύμα,,,ovs_ba,10,16,3
S117,Με το που άρχισε να βρέχει το παράθυρο το έκλεισε ο Χάρης γιατί φοβάται τους κεραυνούς,,,ovs_ba,10,16,3
S118,Όταν μπήκαμε στο αεροπλάνο το σακίδιο το έβαλε η Ξένια κάτω από το μπροστινό της κάθισμα,,,ovs_ba,10,16,3
S119,Σήμερα όλοι μείναμε μέχρι αργά στο γραφείο και το τρένο το πρόλαβε η Φωτεινή τελευταία στιγμή,,,ovs_ba,10,16,3
S120,Η Βάσια έριξε τον καφέ της και το πάτωμα το σφουγγάρισε ο Χάρης που ήδη έκανε δουλειές,,,ovs_ba,10,17,3
S121,Ενώ η Δέσποινα μιλούσε στο τηλέφωνο το φαγητό το ετοίμασε η Ρένα για να φάμε όλοι μαζί,,,ovs_ba,10,17,3
S122,Ο Νίκος έλειπε από το σπίτι και το παράθυρο το έκλεισε η Άννα πριν αρχίσει η καταιγίδα,,,ovs_ba,10,17,3
S123,Πριν ξεκινήσει η παράσταση το εισιτήριο το εκτύπωσε η Άννα στο σπίτι της για να είναι σίγουρη,,,ovs_ba,10,17,3
S124,Με το που τελείωσε η τελευταία μέρα μαθημάτων το βιβλίο το πέταξε ο Γιάννης στον κάδο σκουπιδιών,,,ovs_ba,10,17,3
S125,Πριν ξεκινήσει η συνάντηση το έγγραφο το εκτύπωσε ο βοηθός μου για να το μοιράσει σε όλους,,,ovs_ba,10,17,3
S126,Όπως φεύγαμε από την καφετέρια το ποτήρι το πήρε η Βάσια μαζί της χωρίς να το καταλάβει,,,ovs_ba,10,17,3
S127,Όταν δεν κοιτούσα το κέικ το έκλεψε η γάτα από το πιάτο μου και έτρεξε να κρυφτεί,,,ovs_ba,10,17,3
S128,Όσο ετοίμαζα τη σαλάτα το ψωμί το έκοψε η Μαριάνα σε φέτες και το μοίρασε στα πιάτα,,,ovs_ba,10,17,3
S129,Μετά το δείπνο το φαγητό το σκέπασε η μητέρα μου με αλουμινόχαρτο και το έβαλε στο ψυγείο,,,ovs_ba,10,17,3
S130,Λίγες μέρες πριν πάμε διακοπές το ψυγείο το άδειασε ο Νίκος για να μη χαλάσουν τα φαγητά,,,ovs_ba,10,17,3
S131,Άργησα να ξυπνήσω επειδή το ξυπνητήρι το έκλεισε η μητέρα μου όταν το άκουσε,,,ovs_ba,10,14,3
S132,Ενώ η Γεωργία διάβαζε για το διαγώνισμα το πλυντήριο το έβαλε η αδερφή της για να τη βοηθήσει,,,ovs_ba,10,18,3
S133,Η Μαρία δούλευε όλη τη μέρα και το σπίτι το συμμάζεψε η Γιώτα για να της κάνει έκπληξη,,,ovs_ba,10,18,3
S134,Όσο η Λένα είχε πάει στο γιατρό το στεγνωτήριο το άδειασε ο Χάρης που είχε πιο πολύ χρόνο,,,ovs_ba,10,18,3
S135,Η Ελπίδα πήγε στο πανεπιστήμιο και το μάθημα το έκανε η καθηγήτρια τελικά στο zoom ,,,ovs_ba,10,15,3
S136,Όσο ο Γιάννης μιλούσε με τον υδραυλικό το ντουλάπι το άδειασε η Μυρτώ για να βρουν τη διαρροή,,,ovs_ba,10,18,3
S137,Η Σοφία δεν πρόλαβε να πάει στο ταχυδρομείο και το πακέτο το έστειλε η Μάρθα χτες το μεσημέρι,,,ovs_ba,10,18,3
S138,Δεν έβρισκε το πορτοφόλι της και το εισιτήριο το αγόρασε η Άννα λίγα λεπτά πριν φύγει το λεωφορείο ,,,ovs_ba,10,18,3
S139,Μόλις τέλειωσα την εργασία το αρχείο το αποθήκευσε η ξαδέρφη μου στον υπολογιστή της,,,ovs_ba,10,14,3
S140,Όταν μπήκα στην κουζίνα είδα ότι το ψυγείο το άφησε η Χριστίνα ανοιχτό και ζεστάθηκαν όλα τα φαγητά,,,ovs_ba,10,18,3
S141,Όσο η Μάγδα διάβαζε για το τεστ το tablet το πήρε η Γιάννα για να δει βίντεο με ακουστικά,,,ovs_ba,10,19,3
S142,Ο Κώστας καθάρισε τον κήπο και μετά το λάστιχο το μάζεψε η κόρη του για να μην σκοντάψει κανείς,,,ovs_ba,10,19,3
S143,Ξύπνησε πολύ νωρίς και το βίντεο το είδε ο Γιώργος πριν από τους φίλους του,,,ovs_ba,10,15,3
S144,Έβαψα τους τοίχους και το κάδρο το κρέμασε ο πατέρας στην είσοδο του σπιτιού για να το βλέπουν όλοι,,,ovs_ba,10,19,3
S145,Επειδή δεν ξυπνούσα με τίποτα το ξυπνητήρι το έκλεισε ο Αντρέας μέσα στα νεύρα ,,,ovs_ba,10,14,3
S146,Πριν προλάβω να δω το κινητό μου το μήνυμα το διέγραψε η Ράνια γιατί δεν ήθελε να το διαβάσω,,,ovs_ba,10,19,3
S147,Όσο η Μαρία καθάριζε την κουζίνα το τάπερ το έβαλε η Άννα στο ψυγείο για να μη χαλάσει το φαγητό,,,ovs_ba,10,20,3
S148,Πριν φύγω από το γραφείο το έγγραφο το υπέγραψε το αφεντικό μου διακριτικά για να μην το δουν οι άλλοι,,,ovs_ba,10,20,3
S149,Πριν κάτσουμε καν στο τραπέζι το ψωμί το έφαγε όλο η Μαρία γιατί της άρεσε πολύ η καινούρια μου συνταγή,,,ovs_ba,10,20,3
S150,Είχε πολλή ζέστη έξω και το παγωτό το έφαγε ο Βασίλης πριν βγει βόλτα για να μη λιώσει,,,ovs_ba,10,18,3
S151,Ήταν αφηρημένος ακούγοντας μουσική και το ατύχημα τον τρόμαξε τον Πέτρο ,,,svo_b_neut,20,11,3
S152,Είχε παρέλαση σήμερα έξω και το αεροπλάνο τον ξεκούφανε τον Θάνο,,,svo_b_neut,20,11,3
S153,Είχε πολλή ζέστη σήμερα και το κλιματιστικό την ανακούφισε τη Δανάη,,,svo_b_neut,20,11,3
S154,Δεν έφαγε καλό πρωινό και το γυμναστήριο την κούρασε τη Γιώτα,,,svo_b_neut,20,11,3
S155,Δεν είχε παραγγείλει τίποτα και το πακέτο την ξάφνιασε τη Γεωργία,,,svo_b_neut,20,11,3
S156,Είχε πολύ κύμα σήμερα και το καράβι τη ζάλισε την Ευγενία,,,svo_b_neut,20,11,3
S157,Είχε πολλή ζέστη σήμερα και το γυμναστήριο την κούρασε την Ηλιάνα,,,svo_b_neut,20,11,3
S158,Ζορίστηκε πολύ στη δουλειά σήμερα και το διάλειμμα τη χαλάρωσε τη Στέλλα ,,,svo_b_neut,20,12,3
S159,Χρωστούσε κάποια λεφτά στην τράπεζα και το τηλεφώνημα τον ανησύχησε τον Στέφανο,,,svo_b_neut,20,12,3
S160,Περίμενε νέα από τον γιατρό και το τηλεφώνημα τον άγχωσε τον Γιώργο,,,svo_b_neut,20,12,3
S161,Περπατούσε στη βροχή χωρίς ομπρέλα και το λεωφορείο τον έσωσε τον Χάρη,,,svo_b_neut,20,12,3
S162,Δυσκολευόταν να κοιμηθεί χτες βράδυ και το βιβλίο τη βοήθησε τη Μαρία,,,svo_b_neut,20,12,3
S163,Ήταν συγκεντρωμένη στη δουλειά της και το τηλέφωνο την αποσυντόνισε τη Φανή,,,svo_b_neut,20,12,3
S164,Ήταν κουρασμένη από τη δουλειά και το ντουζ την χαλάρωσε τη Βιβή,,,svo_b_neut,20,12,3
S165,Δεν ταίριαζαν σε τίποτα τελικά και το ραντεβού την ξενέρωσε την Κατερίνα,,,svo_b_neut,20,12,3
S166,Περπατούσε στον ήλιο πολλή ώρα και το νερό τον δρόσισε τον Λεωνίδα,,,svo_b_neut,20,12,3
S167,Έτρεχε να προλάβει το λεωφορείο και το φανάρι τον καθυστέρησε τον Μιχάλη,,,svo_b_neut,20,12,3
S168,Είχε φάει ήδη πάρα πολύ και το επιδόρπιο τη βάρυνε την Αλεξάνδρα,,,svo_b_neut,20,12,3
S169,Δεν κοιμήθηκε καλά το βράδυ και το μάθημα τον νανούρισε τον Γιώργο,,,svo_b_neut,20,12,3
S170,Σήμερα το πρωί ανέβασε πυρετό και το παυσίπονο τον ανακούφισε τον Θάνο,,,svo_b_neut,20,12,3
S171,Είχε πάρα πολύ κρύο σήμερα και το σκουφάκι την ζέστανε την Κατερίνα,,,svo_b_neut,20,12,3
S172,Δεν είχε διαβάσει πολύ καλά και το τεστ τον άγχωσε τον Πέτρο,,,svo_b_neut,20,12,3
S173,Είχε δουλέψει πολλές ώρες τελευταία και το τριήμερο την ξεκούρασε τη Γιάννα,,,svo_b_neut,20,12,3
S174,Πεινούσε πάρα πολύ από το πρωί και το παστίτσιο τον ενθουσίασε τον Λεωνίδα,,,svo_b_neut,20,13,3
S175,Είχε ήδη κολλήσει ώρες στην κίνηση και το φανάρι τον τσάτισε τον Μιχάλη,,,svo_b_neut,20,13,3
S176,Ήταν αγχωμένος για το ραντεβού και το τσάι τον ηρέμησε τον Δημήτρη,,,svo_b_neut,20,12,3
S177,Δεν ήξερε τι να περιμένει και τελικά το γράμμα τη συγκίνησε τη Μαρίνα,,,svo_b_neut,20,13,3
S178,Κοιμήθηκε πολύ αργά χτες το βράδυ και το ξυπνητήρι την ενόχλησε τη Γιώτα,,,svo_b_neut,20,13,3
S179,Είχε ξεχάσει να πληρώσει τον λογαριασμό και το γράμμα τον άγχωσε τον Λάμπρο,,,svo_b_neut,20,13,3
S180,Δεν είχε τελειώσει ακόμα το διαγώνισμα και το κουδούνι την άγχωσε την Ελευθερία,,,svo_b_neut,20,13,3
S181,Διάβαζε όλη νύχτα για το διαγώνισμα και το καφεδάκι τον ξύπνησε τον Θανάση,,,svo_b_neut,20,13,3
S182,Είχε έντονο πονοκέφαλο από το πρωί και το φως τον ενόχλησε τον Σταύρο,,,svo_b_neut,20,13,3
S183,Είχε πολλή ζέστη όλο το βράδυ και το αεράκι τον δρόσισε τον Βαγγέλη,,,svo_b_neut,20,13,3
S184,Ο καινούριος καθηγητής είναι πολύ αυστηρός και το μάθημα τον ζόρισε τον Νίκο,,,svo_b_neut,20,13,3
S185,Φοβόταν να ξαναπάει στον γιατρό επειδή πέρσι το εμβόλιο τον πόνεσε τον Γιαννάκη,,,svo_b_neut,20,13,3
S186,Δεν της αρέσει η γεύση φράουλα και το ζαχαρωτό την αηδίασε τη Βασιλική,,,svo_b_neut,20,13,3
S187,Ξέχασε ότι ήδη άναψε το μάτι και το τηγάνι την έκαψε την Κατερίνα,,,svo_b_neut,20,13,3
S188,Είχε πολύ κρύο όλο τον χειμώνα και το καλοριφέρ τον βοήθησε τον Κώστα,,,svo_b_neut,20,13,3
S189,Είχε χαθεί πολλή ώρα μέσα στη σπηλιά και το φως την καθοδήγησε την Πηνελόπη,,,svo_b_neut,20,14,3
S190,Είχε πολύ καιρό να πάει στο γυμναστήριο και το βαράκι την τραυμάτισε την Μαίρη,,,svo_b_neut,20,14,3
S191,Φοβόταν πως είχαμε ξεχάσει τα γενέθλιά της και το δώρο τη χαροποίησε τη Γιώτα,,,svo_b_neut,20,14,3
S192,Δεν μπορούσε να κοιμηθεί από το άγχος και το ντους τον ηρέμησε τον Κώστα,,,svo_b_neut,20,14,3
S193,Προσπαθούσε να μείνει ξύπνια όλο το βράδυ και το βιντεοπαιχνίδι τη βοήθησε τη Γιώτα,,,svo_b_neut,20,14,3
S194,Τον είχε πάρει ο ύπνος στο σαλόνι και το τηλέφωνο τον τρόμαξε τον Παναγιώτη,,,svo_b_neut,20,14,3
S195,Νόμιζε ότι είχαμε ξεχάσει τα γενέθλιά του και το πάρτι τον ενθουσίασε τον Βασίλη,,,svo_b_neut,20,14,3
S196,Δεν πρόσεξε όταν το έβαλε στο βάζο και το τριαντάφυλλο την τσίμπησε τη Μαρία,,,svo_b_neut,20,14,3
S197,Έψαχνε κάτι να τον εμπνεύσει για τη ζωγραφιά και το τοπίο τον εντυπωσίασε τον Αλέξη,,,svo_b_neut,20,15,3
S198,Νόμιζε ότι είχε βάλει το κινητό στο αθόρυβο και το μήνυμα τον ενόχλησε τον Γιάννη,,,svo_b_neut,20,15,3
S199,Δεν πρόλαβε να φάει τίποτα άλλο όλη μέρα και το πιτόγυρο την ξετρέλανε την Άννα,,,svo_b_neut,20,15,3
S200,Έψαχνε μια δικαιολογία για να φύγει από το πάρτι και το τηλεφώνημα την έσωσε τη Λένα,,,svo_b_neut,20,16,3
S201,Το σαμπουάν την αηδίασε τη Γεωργία γιατί μύριζε πολύ άσχημα,,,svo_a_neut,20,10,3
S202,Το πρόγραμμα την εκνεύρισε τη Νατάσα γιατί κολλούσε με το παραμικρό,,,svo_a_neut,20,11,3
S203,Το τεστ τον μπέρδεψε τον Μάριο γιατί έπεσαν θέματα εκτός ύλης,,,svo_a_neut,20,11,3
S204,Το αποτέλεσμα τον απογοήτευσε τον Σπύρο επειδή απέτυχε ενώ προσπάθησε πολύ,,,svo_a_neut,20,11,3
S205,Το βιβλίο τον απογοήτευσε τον Κώστα γιατί οι χαρακτήρες ήταν βαρετοί,,,svo_a_neut,20,11,3
